pop1	ecotype1	pop2	ecotype2	geography	ecology	intercept	recomb_rate	ds	gene_count	linear_model_warning	n_windows_dxy	n_windows_fst	group	reg1	reg2	geography2	group2
bea	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	68	allo_D	al	ns	allo	allo_D
bea	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	49	allo_D	al	ns	allo	allo_D
bea	lake	misty	lake	allo	S	4.476	0.138	-10.809	0.214	NA	131	1659	allo_S	al	bc	allo	allo_S
bea	lake	misty	stream	allo	D	1.777	0.126	-6.073	0.012	NA	130	1641	allo_D	al	bc	allo	allo_D
bea	lake	mud	lake	allo	S	-3.505	0.078	-0.324	0.097	NA	231	1627	allo_S	al	al	para	para_S
bea	lake	rab	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	2	656	allo_D	al	al	para	para_D
bea	lake	res	marine	allo	D	-4.239	0.004	1.572	-0.064	NA	190	1584	allo_D	al	al	para	para_D
bea	lake	roberts	lake	allo	S	2.984	0.113	-6.304	-0.147	NA	124	1714	allo_S	al	bc	allo	allo_S
bea	lake	roberts	stream	allo	D	4.527	0.051	-8.183	-0.128	NA	119	1615	allo_D	al	bc	allo	allo_D
bea	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	115	allo_D	al	ns	allo	allo_D
bea	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	126	allo_D	al	ns	allo	allo_D
bea	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	150	allo_D	al	ns	allo	allo_D
boot	lake	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	219	allo_D	bc	ns	allo	allo_D
boot	lake	boot	stream	para	D	-4.008	-0.129	0.818	0.118	NA	591	1457	para_D	bc	bc	para	para_D
boot	lake	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	145	allo_D	bc	ns	allo	allo_D
boot	lake	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	230	allo_D	bc	ns	allo	allo_D
boot	lake	constance	lake	allo	S	-3.634	-0.045	0.459	0.077	NA	728	1865	allo_S	bc	sl	allo	allo_S
boot	lake	constance	stream	allo	D	-3.173	-0.017	0.013	0.054	NA	735	1902	allo_D	bc	sl	allo	allo_D
boot	lake	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	375	allo_D	bc	ns	allo	allo_D
boot	lake	geneva	lake	allo	S	-3.915	0.038	0.704	0.029	NA	747	1844	allo_S	bc	sl	allo	allo_S
boot	lake	geneva	stream	allo	D	-3.981	0.022	0.663	0.06	NA	731	1834	allo_D	bc	sl	allo	allo_D
boot	lake	joes	lake	allo	S	-2.53	-0.069	-0.899	0.118	NA	747	1861	allo_S	bc	bc	para	para_S
boot	lake	joes	stream	allo	D	-2.582	-0.092	-1.136	0.171	NA	713	1850	allo_D	bc	bc	para	para_D
boot	lake	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	252	allo_D	bc	ns	allo	allo_D
boot	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	110	allo_D	bc	ns	allo	allo_D
boot	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	72	allo_D	bc	ns	allo	allo_D
boot	lake	misty	lake	allo	S	-2.715	-0.007	-1.091	0.149	NA	809	2041	allo_S	bc	bc	para	para_S
boot	lake	misty	stream	allo	D	-2.796	-0.023	-0.695	0.112	NA	802	2023	allo_D	bc	bc	para	para_D
boot	lake	roberts	lake	allo	S	-3.681	-0.031	0.174	0.125	NA	847	2120	allo_S	bc	bc	para	para_S
boot	lake	roberts	stream	allo	D	-2.547	-0.037	-1.229	0.159	NA	807	2032	allo_D	bc	bc	para	para_D
boot	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	178	allo_D	bc	ns	allo	allo_D
boot	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	194	allo_D	bc	ns	allo	allo_D
boot	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	215	allo_D	bc	ns	allo	allo_D
boot	stream	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	207	allo_D	bc	ns	allo	allo_D
boot	stream	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	132	allo_D	bc	ns	allo	allo_D
boot	stream	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	213	allo_D	bc	ns	allo	allo_D
boot	stream	constance	lake	allo	D	-3.003	-0.113	0.449	-0.001	NA	624	1748	allo_D	bc	sl	allo	allo_D
boot	stream	constance	stream	allo	S	-2.681	-0.115	0.101	0.001	NA	627	1789	allo_S	bc	sl	allo	allo_S
boot	stream	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	359	allo_D	bc	ns	allo	allo_D
boot	stream	geneva	lake	allo	D	-2.484	-0.088	-0.353	0.033	NA	622	1704	allo_D	bc	sl	allo	allo_D
boot	stream	geneva	stream	allo	S	-2.627	-0.096	-0.156	0.027	NA	610	1682	allo_S	bc	sl	allo	allo_S
boot	stream	joes	lake	allo	D	-3.42	-0.01	-0.34	0.146	NA	618	1690	allo_D	bc	bc	para	para_D
boot	stream	joes	stream	allo	S	-3.09	-0.093	-0.32	0.129	NA	614	1688	allo_S	bc	bc	para	para_S
boot	stream	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	232	allo_D	bc	ns	allo	allo_D
boot	stream	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	103	allo_D	bc	ns	allo	allo_D
boot	stream	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	76	allo_D	bc	ns	allo	allo_D
boot	stream	misty	lake	allo	D	-3.691	-0.003	-0.583	0.224	NA	696	1952	allo_D	bc	bc	para	para_D
boot	stream	misty	stream	allo	S	-3.442	-0.01	-0.866	0.233	NA	701	1952	allo_S	bc	bc	para	para_S
boot	stream	roberts	lake	allo	D	-3.335	-0.007	-0.312	0.13	NA	734	2118	allo_D	bc	bc	para	para_D
boot	stream	roberts	stream	allo	S	-3.536	-0.015	-0.075	0.128	NA	700	1957	allo_S	bc	bc	para	para_S
boot	stream	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	158	allo_D	bc	ns	allo	allo_D
boot	stream	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	172	allo_D	bc	ns	allo	allo_D
boot	stream	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	210	allo_D	bc	ns	allo	allo_D
cl	marine	cl	white	para	D	-4.313	0.113	0.923	0.007	NA	2524	2819	para_D	ns	ns	para	para_D
cl	marine	cp	marine	allo	S	-4.132	0.098	0.776	0.014	NA	2515	2780	allo_S	ns	ns	para	para_S
cl	marine	ln	marine	allo	S	-4.091	0.094	0.583	0.051	NA	2533	2801	allo_S	ns	ns	para	para_S
cl	marine	mh	marine	allo	S	-4.367	0.095	0.905	0.042	NA	2194	2562	allo_S	ns	ns	para	para_S
cl	marine	mh	white	allo	D	-3.926	0.096	0.401	0.054	NA	1724	2184	allo_D	ns	ns	para	para_D
cl	marine	sk	marine	allo	S	-4.136	0.106	0.687	0.029	NA	2461	2759	allo_S	ns	ns	para	para_S
cl	marine	sr	marine	allo	S	-4.145	0.109	0.673	0.029	NA	2484	2776	allo_S	ns	ns	para	para_S
cl	marine	sr	white	allo	D	-4.132	0.089	0.747	0.031	NA	2523	2804	allo_D	ns	ns	para	para_D
cl	white	cp	marine	allo	D	-4.505	0.093	1.231	0.004	NA	3029	3176	allo_D	ns	ns	para	para_D
cl	white	ln	marine	allo	D	-4.191	0.107	0.721	0.032	NA	2996	3169	allo_D	ns	ns	para	para_D
cl	white	mh	marine	allo	D	-4.364	0.115	0.866	0.029	NA	2241	2589	allo_D	ns	ns	para	para_D
cl	white	mh	white	allo	S	-4.058	0.079	0.679	0.039	NA	1701	2161	allo_S	ns	ns	para	para_S
cl	white	sk	marine	allo	D	-3.808	0.099	0.567	-0.013	NA	2695	2938	allo_D	ns	ns	para	para_D
cl	white	sr	marine	allo	D	-4.128	0.118	0.641	0.023	NA	2814	3033	allo_D	ns	ns	para	para_D
cl	white	sr	white	allo	S	-4.156	0.112	0.776	0.007	NA	2904	3097	allo_S	ns	ns	para	para_S
constance	lake	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	147	allo_D	sl	ns	allo	allo_D
constance	lake	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	88	allo_D	sl	ns	allo	allo_D
constance	lake	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	161	allo_D	sl	ns	allo	allo_D
constance	lake	constance	stream	para	D	-1.634	0.007	-1.254	-0.031	NA	564	1172	para_D	sl	sl	para	para_D
constance	lake	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	277	allo_D	sl	ns	allo	allo_D
constance	lake	geneva	lake	allo	S	-2.067	0.045	-0.899	-0.041	NA	589	1263	allo_S	sl	sl	para	para_S
constance	lake	geneva	stream	allo	D	-1.953	0.061	-1.167	-0.033	NA	599	1271	allo_D	sl	sl	para	para_D
constance	lake	joes	lake	allo	S	-2.532	-0.017	-0.592	0.039	NA	717	1917	allo_S	sl	bc	allo	allo_S
constance	lake	joes	stream	allo	D	-2.957	-0.014	-0.382	0.083	NA	683	1881	allo_D	sl	bc	allo	allo_D
constance	lake	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	192	allo_D	sl	ns	allo	allo_D
constance	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	69	allo_D	sl	ns	allo	allo_D
constance	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	47	allo_D	sl	ns	allo	allo_D
constance	lake	misty	lake	allo	S	-3.323	-0.031	0.676	-0.031	NA	789	2139	allo_S	sl	bc	allo	allo_S
constance	lake	misty	stream	allo	D	-2.751	-0.035	0.261	-0.063	NA	793	2126	allo_D	sl	bc	allo	allo_D
constance	lake	roberts	lake	allo	S	-3.028	0.023	-0.73	0.129	NA	802	2217	allo_S	sl	bc	allo	allo_S
constance	lake	roberts	stream	allo	D	-2.807	-0.022	-0.518	0.083	NA	766	2074	allo_D	sl	bc	allo	allo_D
constance	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	110	allo_D	sl	ns	allo	allo_D
constance	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	124	allo_D	sl	ns	allo	allo_D
constance	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	158	allo_D	sl	ns	allo	allo_D
constance	stream	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	147	allo_D	sl	ns	allo	allo_D
constance	stream	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	92	allo_D	sl	ns	allo	allo_D
constance	stream	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	162	allo_D	sl	ns	allo	allo_D
constance	stream	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	295	allo_D	sl	ns	allo	allo_D
constance	stream	geneva	lake	allo	D	-1.516	0.068	-1.67	-0.032	NA	591	1268	allo_D	sl	sl	para	para_D
constance	stream	geneva	stream	allo	S	-1.533	0.064	-1.828	0.008	NA	603	1282	allo_S	sl	sl	para	para_S
constance	stream	joes	lake	allo	D	-1.874	-0.001	-1.399	0.044	NA	736	1966	allo_D	sl	bc	allo	allo_D
constance	stream	joes	stream	allo	S	-1.642	0.003	-1.666	0.046	NA	705	1928	allo_S	sl	bc	allo	allo_S
constance	stream	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	181	allo_D	sl	ns	allo	allo_D
constance	stream	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	68	allo_D	sl	ns	allo	allo_D
constance	stream	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	53	allo_D	sl	ns	allo	allo_D
constance	stream	misty	lake	allo	D	-2.17	-0.022	-0.669	-0.009	NA	804	2176	allo_D	sl	bc	allo	allo_D
constance	stream	misty	stream	allo	S	-2.28	-0.045	-0.55	0.005	NA	803	2163	allo_S	sl	bc	allo	allo_S
constance	stream	roberts	lake	allo	D	-3.012	-0.018	-0.271	0.076	NA	805	2239	allo_D	sl	bc	allo	allo_D
constance	stream	roberts	stream	allo	S	-2.746	-0.023	-0.583	0.083	NA	788	2114	allo_S	sl	bc	allo	allo_S
constance	stream	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	108	allo_D	sl	ns	allo	allo_D
constance	stream	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	127	allo_D	sl	ns	allo	allo_D
constance	stream	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	157	allo_D	sl	ns	allo	allo_D
cp	marine	ln	marine	allo	S	-4.033	0.105	0.488	0.05	NA	3157	3279	allo_S	ns	ns	para	para_S
cp	marine	mh	marine	allo	S	-4.547	0.108	0.993	0.046	NA	2239	2583	allo_S	ns	ns	para	para_S
cp	marine	mh	white	allo	D	-4.377	0.093	0.94	0.041	NA	1701	2164	allo_D	ns	ns	para	para_D
cp	marine	sk	marine	allo	S	-4.337	0.1	0.958	0.02	NA	2732	2944	allo_S	ns	ns	para	para_S
cp	marine	sr	marine	allo	S	-3.937	0.131	0.427	0.011	NA	2859	3034	allo_S	ns	ns	para	para_S
cp	marine	sr	white	allo	D	-4.051	0.097	0.76	0.004	NA	3022	3175	allo_D	ns	ns	para	para_D
cr	stream	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	423	allo_D	or	ns	allo	allo_D
cr	stream	bea	lake	allo	D	-1.924	-0.177	1.162	-0.308	NA	103	1683	allo_D	or	al	allo	allo_D
cr	stream	boot	lake	allo	D	-1.85	-0.084	-0.705	-0.028	NA	626	2185	allo_D	or	bc	allo	allo_D
cr	stream	boot	stream	allo	S	-1.012	-0.095	-1.809	0.006	NA	504	2027	allo_S	or	bc	allo	allo_S
cr	stream	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	262	allo_D	or	ns	allo	allo_D
cr	stream	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	3	407	allo_D	or	ns	allo	allo_D
cr	stream	constance	lake	allo	D	-1.42	-0.054	-0.985	-0.081	NA	661	2163	allo_D	or	sl	allo	allo_D
cr	stream	constance	stream	allo	S	-1.595	-0.002	-1.094	-0.06	NA	665	2205	allo_S	or	sl	allo	allo_S
cr	stream	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	9	659	allo_D	or	ns	allo	allo_D
cr	stream	cs	marine	allo	D	-3.076	-0.123	0.164	0.062	NA	1599	2983	allo_D	or	or	para	para_D
cr	stream	denmark	marine	allo	D	-1.008	-0.51	-1.293	0	NA	127	1394	allo_D	or	ne	allo	allo_D
cr	stream	geneva	lake	allo	D	-1.293	-0.082	-0.86	-0.121	NA	656	2159	allo_D	or	sl	allo	allo_D
cr	stream	geneva	stream	allo	S	-0.923	-0.101	-1.021	-0.158	NA	663	2144	allo_S	or	sl	allo	allo_S
cr	stream	hadsten	lake	allo	D	-1.947	-0.062	-1.029	0.034	NA	906	2620	allo_D	or	ne	allo	allo_D
cr	stream	hald	lake	allo	D	-2.846	-0.033	-0.168	0.034	NA	938	2696	allo_D	or	ne	allo	allo_D
cr	stream	japan	japansea	allo	D	-2.371	0.036	-0.346	-0.083	NA	1654	3330	allo_D	or	jp	allo	allo_D
cr	stream	japan	marine	allo	D	-3.062	-0.048	0.02	0.05	NA	1619	2921	allo_D	or	jp	allo	allo_D
cr	stream	joes	lake	allo	D	-1.769	-0.082	-2.116	0.181	NA	624	2175	allo_D	or	bc	allo	allo_D
cr	stream	joes	stream	allo	S	-2.051	-0.126	-0.943	0.063	NA	580	2107	allo_S	or	bc	allo	allo_S
cr	stream	litcampbell	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	3	120	allo_D	or	bc	allo	allo_D
cr	stream	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	3	490	allo_D	or	ns	allo	allo_D
cr	stream	mariager	marine	allo	D	-3.143	-0.025	0.028	0.053	NA	903	2696	allo_D	or	ne	allo	allo_D
cr	stream	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	200	allo_D	or	ns	allo	allo_D
cr	stream	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	145	allo_D	or	ns	allo	allo_D
cr	stream	misty	lake	allo	D	-2.274	-0.091	-0.369	-0.002	NA	688	2370	allo_D	or	bc	allo	allo_D
cr	stream	misty	stream	allo	S	-2.065	-0.124	-0.564	0.007	NA	691	2347	allo_S	or	bc	allo	allo_S
cr	stream	ms	marine	allo	D	-2.008	-0.111	-1.195	0.093	NA	930	2659	allo_D	or	or	para	para_D
cr	stream	mud	lake	allo	D	-2.798	-0.144	1.63	-0.266	NA	131	1774	allo_D	or	al	allo	allo_D
cr	stream	pcr	lake	allo	D	-2.512	-0.127	-0.312	0.042	NA	1597	2983	allo_D	or	or	para	para_D
cr	stream	pl	lake	allo	D	-3.442	0.054	0.105	0.031	NA	930	1322	allo_D	or	or	para	para_D
cr	stream	rab	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	618	allo_D	or	al	allo	allo_D
cr	stream	rb	stream	allo	S	-3.124	0.023	-0.058	0.031	NA	969	2470	allo_S	or	or	para	para_S
cr	stream	res	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	90	1579	allo_D	or	al	allo	allo_D
cr	stream	roberts	lake	allo	D	-2.572	-0.135	0.229	-0.036	NA	688	2446	allo_D	or	bc	allo	allo_D
cr	stream	roberts	stream	allo	S	-2.379	-0.08	-0.408	0.018	NA	668	2331	allo_S	or	bc	allo	allo_S
cr	stream	sj	marine	allo	D	-2.968	-0.12	0.038	0.064	NA	1593	2994	allo_D	or	or	para	para_D
cr	stream	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	331	allo_D	or	ns	allo	allo_D
cr	stream	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	369	allo_D	or	ns	allo	allo_D
cr	stream	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	3	414	allo_D	or	ns	allo	allo_D
cr	stream	stl	lake	allo	D	-3.82	0.092	0.468	-0.008	NA	1011	1420	allo_D	or	or	para	para_D
cr	stream	wc	stream	allo	S	-2.723	-0.113	-0.15	0.047	NA	1579	2903	allo_S	or	or	para	para_S
cs	marine	al	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	1	553	allo_S	or	ns	allo	allo_S
cs	marine	bea	lake	allo	D	0.682	-0.146	-1.418	-0.372	NA	125	1934	allo_D	or	al	allo	allo_D
cs	marine	boot	lake	allo	D	-2.954	-0.026	-0.393	0.09	NA	729	2515	allo_D	or	bc	allo	allo_D
cs	marine	boot	stream	allo	D	-2.618	-0.044	-1.824	0.247	NA	575	2475	allo_D	or	bc	allo	allo_D
cs	marine	cl	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	1	367	allo_S	or	ns	allo	allo_S
cs	marine	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	4	550	allo_D	or	ns	allo	allo_D
cs	marine	constance	lake	allo	D	-4.046	0.094	0.649	0.01	NA	739	2533	allo_D	or	sl	allo	allo_D
cs	marine	constance	stream	allo	D	-3.872	0.073	0.376	0.049	NA	758	2543	allo_D	or	sl	allo	allo_D
cs	marine	cp	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	11	840	allo_S	or	ns	allo	allo_S
cs	marine	denmark	marine	allo	S	-1.98	0.055	-1.313	0.031	NA	163	1721	allo_S	or	ne	allo	allo_S
cs	marine	geneva	lake	allo	D	-3.235	0.048	-0.035	0.026	NA	738	2515	allo_D	or	sl	allo	allo_D
cs	marine	geneva	stream	allo	D	-2.805	0.036	-0.325	0.008	NA	754	2519	allo_D	or	sl	allo	allo_D
cs	marine	hadsten	lake	allo	D	-4.249	0.104	0.688	0.034	NA	1008	2865	allo_D	or	ne	allo	allo_D
cs	marine	hald	lake	allo	D	-4.518	0.112	0.89	0.035	NA	1036	2878	allo_D	or	ne	allo	allo_D
cs	marine	japan	japansea	allo	D	-3.063	0.066	0.227	-0.079	NA	1887	3470	allo_D	or	jp	allo	allo_D
cs	marine	japan	marine	allo	S	-3.354	0.061	0.26	-0.017	NA	1873	3150	allo_S	or	jp	allo	allo_S
cs	marine	joes	lake	allo	D	-1.554	-0.154	-1.758	0.115	NA	729	2522	allo_D	or	bc	allo	allo_D
cs	marine	joes	stream	allo	D	-1.754	-0.157	-1.596	0.126	NA	681	2496	allo_D	or	bc	allo	allo_D
cs	marine	litcampbell	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	7	143	allo_S	or	bc	allo	allo_S
cs	marine	ln	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	6	651	allo_S	or	ns	allo	allo_S
cs	marine	mariager	marine	allo	S	-4.252	0.109	0.707	0.021	NA	999	2840	allo_S	or	ne	allo	allo_S
cs	marine	mh	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	1	286	allo_S	or	ns	allo	allo_S
cs	marine	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	205	allo_D	or	ns	allo	allo_D
cs	marine	misty	lake	allo	D	-1.719	-0.085	-1.063	0.008	NA	791	2576	allo_D	or	bc	allo	allo_D
cs	marine	misty	stream	allo	D	-2.562	-0.108	-0.133	0.018	NA	784	2568	allo_D	or	bc	allo	allo_D
cs	marine	ms	marine	allo	S	-3.859	0.068	-0.022	0.124	NA	1051	2667	allo_S	or	or	para	para_S
cs	marine	mud	lake	allo	D	-0.28	-0.079	-0.629	-0.352	NA	162	2028	allo_D	or	al	allo	allo_D
cs	marine	pcr	lake	allo	D	-3.192	-0.034	0.296	0.016	NA	1776	2981	allo_D	or	or	para	para_D
cs	marine	pl	lake	allo	D	-2.783	-0.143	-0.053	0.054	NA	1590	2966	allo_D	or	or	para	para_D
cs	marine	rab	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	1	790	allo_S	or	al	allo	allo_S
cs	marine	rb	stream	allo	D	-2.383	-0.065	-0.794	0.075	NA	1081	2787	allo_D	or	or	para	para_D
cs	marine	res	marine	allo	S	3.008	-0.077	-5.079	-0.171	NA	109	1820	allo_S	or	al	allo	allo_S
cs	marine	roberts	lake	allo	D	-2.069	-0.071	-1.09	0.07	NA	795	2578	allo_D	or	bc	allo	allo_D
cs	marine	roberts	stream	allo	D	-2.186	-0.07	-1.067	0.086	NA	759	2557	allo_D	or	bc	allo	allo_D
cs	marine	sj	marine	para	S	-3.687	0.028	0.296	0.071	NA	1837	3011	para_S	or	or	para	para_S
cs	marine	sk	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	1	447	allo_S	or	ns	allo	allo_S
cs	marine	sr	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	1	482	allo_S	or	ns	allo	allo_S
cs	marine	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	4	567	allo_D	or	ns	allo	allo_D
cs	marine	stl	lake	allo	D	-2.908	-0.108	-0.046	0.063	NA	1625	2981	allo_D	or	or	para	para_D
cs	marine	wc	stream	allo	D	-3.72	0.01	0.516	0.05	NA	1735	2948	allo_D	or	or	para	para_D
denmark	marine	al	marine	allo	S	-3.15	0.013	-0.097	0.058	NA	1402	2158	allo_S	ne	ns	allo	allo_S
denmark	marine	boot	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	23	794	allo_D	ne	bc	allo	allo_D
denmark	marine	boot	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	24	859	allo_D	ne	bc	allo	allo_D
denmark	marine	cl	marine	allo	S	-2.995	0.059	-0.261	0.025	NA	930	1842	allo_S	ne	ns	allo	allo_S
denmark	marine	cl	white	allo	D	-3.275	0.055	-0.355	0.101	NA	1434	2220	allo_D	ne	ns	allo	allo_D
