chr pos1 pos2 chr1_old pos1_old chr2_old pos2_old recomb_rate
4 8298591 8789920 4 8298591 4 8789920 1.1489246513029e-06
4 8789920 9280542 4 8789920 4 9280542 3.49556277541566e-07
4 9280542 9768457 4 9280542 4 9768457 1.51050900259266e-06
4 9768457 10256372 4 9768457 4 10256372 7.17338060932747e-07
4 10256372 10744287 4 10256372 4 10744287 6.44579486180992e-07
4 10744287 11232202 4 10744287 4 11232202 1.4172550546714e-06
4 11232202 11720117 4 11232202 4 11720117 1.8333111300124e-06
4 11720117 12208032 4 11720117 4 12208032 6.56876710082697e-07
4 12208032 12695947 4 12208032 4 12695947 8.67979053728629e-07
4 12695947 13183862 4 12695947 4 13183862 1.26661406187553e-06
4 13183862 13671777 4 13183862 4 13671777 7.31684822151405e-07
4 13671777 14159692 4 13671777 4 14159692 1.95423383171249e-06
4 14159692 14647607 4 14159692 4 14647607 1.22562331553652e-06
4 14647607 15135522 4 14647607 4 15135522 2.08642898865581e-06
4 15135522 15623437 4 15135522 4 15623437 1.5258805324698e-06
4 15623437 16111352 4 15623437 4 16111352 1.46644395027822e-06
4 16111352 16599267 4 16111352 4 16599267 1.98497689146676e-06
4 16599267 17087182 4 16599267 4 17087182 7.66526956539559e-07
4 17087182 17575098 4 17087182 4 17575098 4.64219250854658e-07
4 17575098 18054384 4 17575098 4 28121360 9.42026264067792e-07
4 18054384 18523039 4 28121360 4 27652705 2.07935474922918e-06
4 18523039 18991694 4 27652705 4 27184050 2.63520073401543e-07
4 18991694 19460349 4 27184050 4 26715395 1.51497370133691e-07
4 19460349 19929004 4 26715395 4 26246740 5.48377804568396e-07
4 19929004 20397659 4 26246740 4 25778085 2.91259028496445e-07
4 20397659 20866314 4 25778085 4 25309430 2.91259028496445e-07
4 20866314 21334969 4 25309430 4 24840775 7.36149192903123e-08
4 21334969 21803624 4 24840775 4 24372120 2.8272396539032e-07
4 21803624 22272279 4 24372120 4 23903465 3.62740182010224e-07
4 22272279 22740934 4 23903465 4 23434810 2.72055136507653e-07
4 22740934 23209588 4 23434810 4 22966156 2.35781621409394e-07
4 24040712 24531790 4 22485290 4 21994212 2.16157107424889e-06
4 24531790 25022868 4 21994212 4 21503134 1.52725228986027e-06
4 25022868 25513945 4 21503134 4 21012057 5.46757433152037e-07
4 25513945 26005022 4 21012057 4 20520980 3.10541931306088e-07
4 26005022 26496099 4 20520980 4 20029903 2.00579542515739e-07
4 26496099 26987176 4 20029903 4 19538826 5.07048792755512e-07
4 26987176 27478253 4 19538826 4 19047749 1.03344282057599e-06
4 27478253 27969330 4 19047749 4 18556672 1.90397839849963e-06
4 27969330 28460407 4 18556672 4 18065595 6.08865819413248e-07
4 28460407 28916455 4 18065595 4 28566197 6.29319720731165e-07
4 28916455 29335474 4 28566197 4 28985216 3.84708091995828e-06
4 29335474 29754493 4 28985216 4 29404235 2.65501087062877e-06
4 29754493 30173512 4 29404235 4 29823254 4.28142876576004e-06
4 30173512 30592531 4 29823254 4 30242273 7.65120436066144e-06
4 30592531 31021058 4 30242273 4 30670800 3.82472983032573e-06
4 31021058 31457091 4 30670800 4 31106833 3.45157361942791e-06
4 31457091 31893124 4 31106833 4 31542866 1.42122270562091e-05
4 31893124 32329157 4 31542866 4 31978899 1.53497556377614e-05
4 32329157 32765190 4 31978899 4 32414932 1.38361087348893e-05
5 3199720 3692076 5 7631512 5 7139156 3.10750757581913e-07
5 3692076 4184432 5 7139156 5 6646800 8.85538106573294e-07
5 4184432 4676788 5 6646800 5 6154444 1.06122399239575e-06
5 4676788 5169144 5 6154444 5 5662088 2.77644631120571e-06
5 5169144 5661500 5 5662088 5 5169732 2.17017767631551e-06
5 5661500 6153856 5 5169732 5 4677376 1.0307582318485e-06
5 6153856 6646212 5 4677376 5 4185020 8.35777364346122e-07
5 6646212 7138568 5 4185020 5 3692664 2.48803711135845e-06
5 7138568 7630924 5 3692664 5 3200308 3.35224918554867e-06
5 7630924 8123279 5 3200308 5 2707953 9.63735516040256e-07
5 8123279 8615634 5 2707953 5 2215598 2.21588081770267e-06
5 8615634 9107989 5 2215598 5 1723243 9.56626824141118e-07
5 9107989 9600344 5 1723243 5 1230888 1.27347137735984e-06
5 9600344 10092699 5 1230888 5 738533 2.86175625311005e-06
5 10092699 10585054 5 738533 5 246178 3.24867219790598e-06
5 10585054 11053685 5 246178 5 8100143 7.61366618938995e-06
5 11053685 11496592 5 8100143 5 8543050 4.18372254220412e-06
5 11496592 11939499 5 8543050 5 8985957 9.12042482959176e-06
5 11939499 12382406 5 8985957 5 9428864 3.65539492489394e-06
5 12382406 12825313 5 9428864 5 9871771 6.96195815374334e-06
5 12825313 13268220 5 9871771 5 10314678 1.74009442162802e-05
5 13268220 13605731 5 10314678 5 10882301 1.05552115338463e-05
5 13605731 13835843 5 10882301 5 10652189 1.16378111528299e-05
5 13835843 14137744 5 10652189 5 11555893 2.2078429683903e-05
5 14137744 14509434 5 11555893 5 11184203 1.42699561462509e-05
5 15107514 15212673 5 11795317 5 11900476 3.86557498644907e-06
5 15212673 15340588 5 11900476 5 12177062 3.21307118008048e-06
5 15340588 15489259 5 12177062 5 12028391 8.94929071574145e-06
6 1224100 1666478 6 663567 6 221189 5.59928387035522e-06
6 2712343 3165347 6 3830278 6 3377274 1.37636753759349e-06
6 3165347 3618351 6 3377274 6 2924270 2.21300474167999e-06
6 3618351 4071355 6 2924270 6 2471266 4.74499121420562e-06
6 4071355 4524358 6 2471266 6 2018263 2.59159431615243e-06
6 4524358 4977361 6 2018263 6 1565260 2.48011602572168e-06
6 4977361 5430364 6 1565260 6 1112257 3.4469970397547e-06
6 5430364 5905060 6 1112257 6 4304974 3.83087281123077e-06
6 5905060 6399450 6 4304974 6 4799364 3.38599081696636e-06
6 6399450 6893840 6 4799364 6 5293754 2.10865915572726e-06
6 6893840 7388230 6 5293754 6 5788144 7.69635308157525e-07
6 7388230 7882620 6 5788144 6 6282534 1.61714435971602e-06
6 7882620 8377010 6 6282534 6 6776924 1.74356277432796e-06
6 8377010 8871400 6 6776924 6 7271314 6.40182851594894e-07
6 8871400 9365790 6 7271314 6 7765704 1.01337001152936e-06
6 9365790 9860180 6 7765704 6 8260094 1.27935435587289e-06
6 9860180 10354570 6 8260094 6 8754484 5.89615485750118e-07
6 10354570 10848960 6 8754484 6 9248874 1.09225510224721e-06
6 10848960 11343350 6 9248874 6 9743264 8.64701955945711e-07
6 11343350 11837740 6 9743264 6 10237654 9.10212585206014e-07
6 11837740 12332130 6 10237654 6 10732044 1.25912740953498e-06
6 12332130 12826520 6 10732044 6 11226434 1.93167337527054e-06
6 12826520 13320910 6 11226434 6 11720824 2.02775137037561e-06
6 13320910 13815300 6 11720824 6 12215214 1.40071603390036e-06
6 13815300 14309690 6 12215214 6 12709604 2.82064766682174e-06
6 14309690 14804080 6 12709604 6 13203994 2.34632577519772e-06
6 14804080 15298470 6 13203994 6 13698384 7.30496166993669e-06
6 15298470 15792861 6 13698384 6 14192775 6.65060650375917e-06
6 15792861 16287252 6 14192775 6 14687166 7.3716956821625e-06
6 16287252 16781643 6 14687166 6 15181557 1.36723767220682e-05
6 16781643 17276034 6 15181557 6 15675948 1.56697836327927e-05
6 17276034 17770425 6 15675948 6 16170339 1.75165000981005e-05
6 17770425 18078899 6 16170339 6 16478813 1.87341558769945e-05
6 18199457 18366492 6 16599371 6 16766406 6.61538001017753e-06
6 18366492 18578005 6 16766406 6 16977919 3.72081148676437e-06
7 663917 933779 7 404794 7 134932 4.92103371352766e-06
7 933779 1166343 7 134932 7 637358 7.83010268141243e-06
7 1166343 1359610 7 637358 7 830625 1.51551998013111e-05
7 1359610 1669016 7 830625 7 1140031 1.85096604461452e-05
7 1669016 2092563 7 1140031 7 1563578 1.18074263304899e-05
7 2092563 2516110 7 1563578 7 1987125 8.03334694850867e-06
7 2516110 2969709 7 1987125 7 2440724 4.78175657353742e-06
7 2969709 3451361 7 2440724 7 2922376 8.39298912908075e-06
7 3451361 3933013 7 2922376 7 3404028 1.90656324483237e-05
7 3933013 4414665 7 3404028 7 3885680 7.243819188958e-06
7 4414665 4896317 7 3885680 7 4367332 6.33652512602461e-06
7 4896317 5379883 7 4367332 7 4850898 3.61274365856987e-06
7 5379883 5863364 7 4850898 7 5334379 2.60610034313655e-06
7 5863364 6346845 7 5334379 7 5817860 9.18340120914781e-07
7 6346845 6830326 7 5817860 7 6301341 5.04673399781997e-07
7 6830326 7313807 7 6301341 7 6784822 1.08484097617074e-06
7 7313807 7797288 7 6784822 7 7268303 6.38080917347311e-07
7 7797288 8280769 7 7268303 7 7751784 5.36732570669801e-07
7 8280769 8764250 7 7751784 7 8235265 5.38800904275453e-07
7 8764250 9247731 7 8235265 7 8718746 1.26064933265216e-06
7 9247731 9731212 7 8718746 7 9202227 1.15826681917174e-07
7 9731212 10214693 7 9202227 7 9685708 8.39743443899536e-07
7 10214693 10698174 7 9685708 7 10169189 5.21220068627321e-07
7 13310199 13801673 7 10657666 7 11149140 3.45898257079785e-08
7 14784621 15276095 7 12132088 7 12623562 7.91496600023608e-07
7 15276095 15767569 7 12623562 7 13115036 1.93296084838674e-07
7 15767569 16259043 7 13115036 7 13606510 1.95330780468543e-07
7 16259043 16750517 7 13606510 7 14097984 3.47932952709617e-07
7 16750517 17241992 7 14097984 7 14589459 2.27885446869115e-07
7 17241992 17733467 7 14589459 7 15080934 3.30637367109215e-07
7 17733467 18224942 7 15080934 7 15572409 5.99216643776379e-07
7 18224942 18716417 7 15572409 7 16063884 3.27585329874353e-07
7 18716417 19207892 7 16063884 7 16555359 1.1394272343456e-06
7 19207892 19699367 7 16555359 7 17046834 4.48649473523572e-07
7 19699367 20190842 7 17046834 7 17538309 2.0346914899028e-07
7 20190842 20682317 7 17538309 7 18029784 5.84973803347063e-07
7 20682317 21173792 7 18029784 7 18521259 4.05920952235625e-07
7 21173792 21665267 7 18521259 7 19012734 1.40597181952287e-06
7 21665267 22156742 7 19012734 7 19504209 5.44279973549007e-07
7 22156742 22648217 7 19504209 7 19995684 1.6379266493718e-07
7 22648217 23139692 7 19995684 7 20487159 1.16893026094918e-06
7 23139692 23631167 7 20487159 7 20978634 3.59123047967853e-07
7 23631167 24122642 7 20978634 7 21470109 1.50261966529325e-06
7 24122642 24614117 7 21470109 7 21961584 4.08972989470487e-07
7 24614117 25105592 7 21961584 7 22453059 1.25743934075998e-06
7 25105592 25597067 7 22453059 7 22944534 1.73559184088712e-06
7 25597067 26088542 7 22944534 7 23436009 3.19446563914746e-06
7 26088542 26580017 7 23436009 7 23927484 3.49661732539805e-06
7 26580017 27071492 7 23927484 7 24418959 5.78462790579378e-06
7 27071492 27562967 7 24418959 7 24910434 9.54473777913424e-06
7 27562967 28054442 7 24910434 7 25401909 1.14532783966631e-05
7 28054442 28545917 7 25401909 7 25893384 1.30749275141157e-05
7 28545917 29037392 7 25893384 7 26384859 2.07294368991302e-05
7 29037392 29528867 7 26384859 7 26876334 1.75166590365736e-05
7 29528867 30020342 7 26876334 7 27367809 9.25784627905793e-06
7 30608224 30769673 7 27695270 7 27856719 2.90494211794433e-06
8 1398347 1855199 8 228426 8 685278 2.37932634638789e-06
8 1855199 2312051 8 685278 8 1142130 3.05788307810845e-06
8 2312051 2764997 8 1142130 8 1595076 2.25523572346372e-06
8 2764997 3212037 8 1595076 8 2042116 6.82601109520401e-06
8 3212037 3659077 8 2042116 8 2489156 8.55292591267001e-06
8 3659077 4106118 8 2489156 8 2936197 6.83718048232712e-06
8 4106118 4553159 8 2936197 8 3383238 8.52606360490425e-06
8 4553159 5000200 8 3383238 8 3830279 5.63594838057359e-06
8 5000200 5447241 8 3830279 8 4277320 4.79821761314958e-06
8 5447241 5914967 8 4277320 8 4745046 2.09096778883363e-06
8 5914967 6401378 8 4745046 8 5231457 2.10727142272687e-06
8 6401378 6887789 8 5231457 8 5717868 2.38789829999732e-06
8 6887789 7374200 8 5717868 8 6204279 2.17305940860712e-06
8 7374200 7860611 8 6204279 8 6690690 1.75571687317927e-06
8 7860611 8347022 8 6690690 8 7177101 6.42460799611847e-07
8 8347022 8833433 8 7177101 8 7663512 1.97363957640761e-06
8 8833433 9319844 8 7663512 8 8149923 7.65813273137327e-07
8 9319844 9806255 8 8149923 8 8636334 1.02793727937898e-07
8 9806255 10292666 8 8636334 8 9122745 1.44836362664496e-06
8 10292666 10779077 8 9122745 8 9609156 4.18370472707241e-07
8 10779077 11265488 8 9609156 8 10095567 2.63151943521018e-07
8 11265488 11751899 8 10095567 8 10581978 6.9899734997769e-07
8 11751899 12238310 8 10581978 8 11068389 3.4333105131258e-07
8 12238310 12724721 8 11068389 8 11554800 3.62861859620768e-07
8 12724721 13211132 8 11554800 8 12041211 8.36740945414478e-07
8 13211132 13697543 8 12041211 8 12527622 2.95017999181761e-07
8 13697543 14183954 8 12527622 8 13014033 8.62439377398955e-07
8 14183954 14670365 8 13014033 8 13500444 1.75777274773802e-06
8 14670365 15156776 8 13500444 8 13986855 2.15661241213707e-06
8 15156776 15643187 8 13986855 8 14473266 3.52993661738735e-06
8 15643187 16129598 8 14473266 8 14959677 2.8042128981458e-06
8 16129598 16616009 8 14959677 8 15446088 5.78317513378604e-06
8 16616009 17102420 8 15446088 8 15932499 6.43385943163292e-06
8 17102420 17588831 8 15932499 8 16418910 1.17441834169046e-05
8 17588831 18075242 8 16418910 8 16905321 1.56832390714848e-05
8 18075242 18561653 8 16905321 8 17391732 1.02269479925413e-05
8 18561653 19048064 8 17391732 8 17878143 1.06679330853949e-05
8 19048064 19498059 8 17878143 8 18328138 1.5711285680952e-05
8 19498059 19909640 8 18328138 8 18739719 7.06665273664235e-06
8 19909640 20175237 8 18739719 8 19309898 8.26816567958222e-06
8 20175237 20292851 8 19309898 8 19192284 8.92750862992535e-07
8 20292851 20399149 8 19192284 8 19085986 3.61248565354005e-06
8 20399149 20492133 8 19085986 8 18993002 1.33786457885228e-05
9 239344 718032 9 239344 9 718032 4.36505615348619e-06
9 718032 1196721 9 718032 9 1196721 7.30014685944319e-06
9 1196721 1675410 9 1196721 9 1675410 1.28549016167073e-05
9 1675410 2154099 9 1675410 9 2154099 2.12267254940055e-05
9 2154099 2632788 9 2154099 9 2632788 8.54939219409679e-06
9 2632788 3111477 9 2632788 9 3111477 1.84984405323708e-06
9 3111477 3590166 9 3111477 9 3590166 1.90938166534012e-06
9 3590166 4068855 9 3590166 9 4068855 4.12585206679075e-07
9 4068855 4551789 9 4068855 9 17651601 1.2838193210666e-07
9 4551789 5036968 9 17651601 9 17166422 7.21383242061254e-08
9 5036968 5522147 9 17166422 9 16681243 1.37268925489355e-06
9 5522147 6007326 9 16681243 9 16196064 7.87338281335353e-07
9 6007326 6492505 9 16196064 9 15710885 1.39020856220075e-06
9 6492505 6977684 9 15710885 9 15225706 1.21810713159473e-06
9 6977684 7462863 9 15225706 9 14740527 6.45122727900429e-07
9 7462863 7948041 9 14740527 9 14255349 1.75090379201035e-06
9 7948041 8433219 9 14255349 9 13770171 1.60147409816604e-06
9 8433219 8918397 9 13770171 9 13284993 4.48289081532966e-07
9 8918397 9403575 9 13284993 9 12799815 8.29592438239158e-07
9 9403575 9888753 9 12799815 9 12314637 2.38469180383282e-06
9 9888753 10373931 9 12314637 9 11829459 5.61649538932101e-07
9 10373931 10859109 9 11829459 9 11344281 6.09054821117199e-07
9 10859109 11344287 9 11344281 9 10859103 1.53242727411383e-06
9 11344287 11829465 9 10859103 9 10373925 2.03121328667005e-06
9 11829465 12314643 9 10373925 9 9888747 8.58447827395298e-07
9 12314643 12799821 9 9888747 9 9403569 1.11299358173701e-06
9 12799821 13284999 9 9403569 9 8918391 3.26684227232071e-07
9 13284999 13770177 9 8918391 9 8433213 9.80052681696199e-07
9 13770177 14255355 9 8433213 9 7948035 2.93397474741229e-06
9 14255355 14740533 9 7948035 9 7462857 2.70107053493769e-06
9 14740533 15225711 9 7462857 9 6977679 2.07140472156611e-06
9 15225711 15710889 9 6977679 9 6492501 4.41384399127743e-06
9 15710889 16196067 9 6492501 9 6007323 4.05830437488921e-06
9 16196067 16681245 9 6007323 9 5522145 7.1983890448454e-06
9 16681245 17166423 9 5522145 9 5036967 6.66868654390759e-06
9 17166423 17651601 9 5036967 9 4551789 1.37702039251574e-05
9 17651601 18046342 9 4551789 9 18046342 1.21649385293141e-05
9 18046342 18348647 9 18046342 9 18348647 1.06812656092357e-05
9 18348647 18633412 9 18348647 9 18898636 9.61143398942989e-06
9 18633412 18898636 9 18898636 9 18633412 9.29968630289867e-06
9 18898636 19145457 9 18633412 9 19145457 1.03678374206409e-05
9 19145457 19371874 9 19145457 9 19371874 5.92932509484711e-06
9 19371874 19516386 9 19371874 9 19576992 1.10890445084146e-05
9 19516386 19576992 9 19576992 9 19516386 1.29525129525129e-05
9 19747231 19805690 9 19656395 9 19714854 0.000146564258711233
9 20215496 20467694 9 20123381 9 19871183 7.53178058509585e-06
10 2321500 2806207 10 242353 10 727060 4.55945550610988e-06
10 2806207 3290914 10 727060 10 1211767 8.39682529858244e-06
10 3290914 3775621 10 1211767 10 1696474 2.66140163026323e-06
10 3775621 4260328 10 1696474 10 2181181 7.02486244267155e-06
10 4260328 4745035 10 2181181 10 2665888 3.71667832319319e-06
10 4745035 5229742 10 2665888 10 3150595 3.46807452749806e-06
10 5229742 5714449 10 3150595 10 3635302 3.00800277280914e-06
10 5714449 6199156 10 3635302 10 4120009 5.65186803574118e-06
10 6199156 6683863 10 4120009 10 4604716 3.20193436447173e-06
10 6683863 7168570 10 4604716 10 5089423 4.78330207733744e-06
10 7168570 7653277 10 5089423 10 5574130 1.94344212070385e-06
10 7653277 8137984 10 5574130 10 6058837 9.05701795105084e-07
