lg pos fst comparison group fst.outlier gen.pos nnd group2
4 9999372 1 cr_stream.wc_stream allo_S TRUE 40.8147005829715 0.0874344512419896 para_S
4 11026700 1 cr_stream.wc_stream allo_S TRUE 41.4331299781877 0.01857227748215 para_S
4 11054443 1 cr_stream.wc_stream allo_S TRUE 41.4517022556698 3.34720063932537e-06 para_S
4 11054448 1 cr_stream.wc_stream allo_S TRUE 41.4517056028705 3.34720063932537e-06 para_S
4 11157672 1 cr_stream.wc_stream allo_S TRUE 41.5208078906842 0.038202387908072 para_S
4 11213509 1 cr_stream.wc_stream allo_S TRUE 41.5590102785923 7.30532924464455e-05 para_S
4 11213612 1 cr_stream.wc_stream allo_S TRUE 41.5590833318848 7.30532924464455e-05 para_S
4 11250349 1 cr_stream.wc_stream allo_S TRUE 41.5851392426094 0.0260559107246081 para_S
4 11422650 1 cr_stream.wc_stream allo_S TRUE 41.7073446342788 0.0869866121572187 para_S
4 11545295 1 cr_stream.wc_stream allo_S TRUE 41.794331246436 0.00171285146854672 para_S
4 11547710 1 cr_stream.wc_stream allo_S TRUE 41.7960440979046 0.00171285146854672 para_S
4 11717782 1 cr_stream.wc_stream allo_S TRUE 41.9267749332552 0.00822777601089797 para_S
4 11725065 1 cr_stream.wc_stream allo_S TRUE 41.9350027092661 2.14647458776085e-05 para_S
4 11725084 1 cr_stream.wc_stream allo_S TRUE 41.935024174012 2.14647458776085e-05 para_S
4 11725117 1 cr_stream.wc_stream allo_S TRUE 41.9350614548864 1.69458520034027e-05 para_S
4 11725132 1 cr_stream.wc_stream allo_S TRUE 41.9350784007384 1.69458520034027e-05 para_S
4 11784684 1 cr_stream.wc_stream allo_S TRUE 42.0023556926512 4.17997682831128e-05 para_S
4 11784721 1 cr_stream.wc_stream allo_S TRUE 42.0023974924195 4.17997682831128e-05 para_S
4 11820004 1 cr_stream.wc_stream allo_S TRUE 42.0422575255093 0.00825375965064268 para_S
4 11827310 1 cr_stream.wc_stream allo_S TRUE 42.0505112851599 5.19672794894177e-05 para_S
4 11827356 1 cr_stream.wc_stream allo_S TRUE 42.0505632524394 5.19672794894177e-05 para_S
4 11901673 1 cr_stream.wc_stream allo_S TRUE 42.07708693795 0.0265236855106323 para_S
4 12118734 1 cr_stream.wc_stream allo_S TRUE 42.1983129323582 0.0474189195082744 para_S
4 12171125 1 cr_stream.wc_stream allo_S TRUE 42.2457318518665 0.0247933130134896 para_S
4 12198518 1 cr_stream.wc_stream allo_S TRUE 42.27052516488 0.0247933130134896 para_S
4 12254197 1 cr_stream.wc_stream allo_S TRUE 42.3209200422311 0.0416299212227855 para_S
4 12300192 1 cr_stream.wc_stream allo_S TRUE 42.3625499634538 0.0416299212227855 para_S
4 12350244 1 cr_stream.wc_stream allo_S TRUE 42.4078518618568 0.0291521200787628 para_S
4 12388303 1 cr_stream.wc_stream allo_S TRUE 42.4370039819355 0.0291521200787628 para_S
4 12649976 1 cr_stream.wc_stream allo_S TRUE 42.5475976478595 8.03017373840476e-06 para_S
4 12649995 1 cr_stream.wc_stream allo_S TRUE 42.5476056780333 8.03017373840476e-06 para_S
4 12797171 1 cr_stream.wc_stream allo_S TRUE 42.6098082490896 1.78512901882755e-05 para_S
4 12808769 1 cr_stream.wc_stream allo_S TRUE 42.6098261003798 1.78512901882755e-05 para_S
4 12913862 1 cr_stream.wc_stream allo_S TRUE 42.9451604526551 0.258634826666629 para_S
4 13029467 1 cr_stream.wc_stream allo_S TRUE 43.2037952793217 0.0109447018247835 para_S
4 13041523 1 cr_stream.wc_stream allo_S TRUE 43.2147399811465 0.0109447018247835 para_S
4 13163092 1 cr_stream.wc_stream allo_S TRUE 43.325102991775 0.110363010628546 para_S
4 13300769 1 cr_stream.wc_stream allo_S TRUE 43.4500891989027 0.0484332116921351 para_S
4 13354130 1 cr_stream.wc_stream allo_S TRUE 43.4985224105949 0.0219898587117768 para_S
4 13395651 1 cr_stream.wc_stream allo_S TRUE 43.5205122693066 0.0219898587117768 para_S
4 13617661 1 cr_stream.wc_stream allo_S TRUE 43.6380905678207 0.026900385191766 para_S
4 13668454 1 cr_stream.wc_stream allo_S TRUE 43.6649909530124 0.026900385191766 para_S
4 13724078 1 cr_stream.wc_stream allo_S TRUE 43.6944498750274 0.0294589220149817 para_S
4 13815547 1 cr_stream.wc_stream allo_S TRUE 43.7428926000704 0.048442725042932 para_S
4 14136948 1 cr_stream.wc_stream allo_S TRUE 43.8537793807581 0.0547714120432516 para_S
4 14196246 1 cr_stream.wc_stream allo_S TRUE 43.9085507928013 0.0547714120432516 para_S
4 14500214 1 cr_stream.wc_stream allo_S TRUE 44.3098199146363 2.88957777954124e-05 para_S
4 14500295 1 cr_stream.wc_stream allo_S TRUE 44.3098488104141 2.88957777954124e-05 para_S
4 14603885 1 cr_stream.wc_stream allo_S TRUE 44.3468032995737 0.0369544891596192 para_S
4 15021205 1 cr_stream.wc_stream allo_S TRUE 44.4932232559314 4.37108695905408e-08 para_S
4 15026581 1 cr_stream.wc_stream allo_S TRUE 44.4932232996422 4.37108695905408e-08 para_S
4 15026690 1 cr_stream.wc_stream allo_S TRUE 44.4932873363865 6.40367442343859e-05 para_S
4 15039240 1 cr_stream.wc_stream allo_S TRUE 44.5056512848532 0.0123639484667279 para_S
4 15189385 1 cr_stream.wc_stream allo_S TRUE 44.6535704117486 4.92587588496463e-06 para_S
4 15189390 1 cr_stream.wc_stream allo_S TRUE 44.6535753376245 4.92587588496463e-06 para_S
4 15252438 1 cr_stream.wc_stream allo_S TRUE 44.7156886621607 0.062113324536277 para_S
4 15389738 1 cr_stream.wc_stream allo_S TRUE 44.8509532139123 0.00854343913174915 para_S
4 15398410 1 cr_stream.wc_stream allo_S TRUE 44.859496653044 0.00854343913174915 para_S
4 15430920 1 cr_stream.wc_stream allo_S TRUE 44.8915246980363 4.92587588496463e-06 para_S
4 15430925 1 cr_stream.wc_stream allo_S TRUE 44.8915296239122 4.92587588496463e-06 para_S
4 15430978 1 cr_stream.wc_stream allo_S TRUE 44.8915818381966 5.22142843593087e-05 para_S
4 15507014 1 cr_stream.wc_stream allo_S TRUE 44.9197678163633 1.81614723260282e-11 para_S
4 15507041 1 cr_stream.wc_stream allo_S TRUE 44.9197678163814 1.81614723260282e-11 para_S
4 15525471 1 cr_stream.wc_stream allo_S TRUE 44.9197678287802 1.23987504707657e-08 para_S
4 15739224 1 cr_stream.wc_stream allo_S TRUE 45.0322501040716 0.0570808949282906 para_S
4 15793974 1 cr_stream.wc_stream allo_S TRUE 45.0893309989998 8.34058738519161e-06 para_S
4 15793982 1 cr_stream.wc_stream allo_S TRUE 45.0893393395872 8.34058738519161e-06 para_S
4 15868856 1 cr_stream.wc_stream allo_S TRUE 45.167400982087 0.0315534846576213 para_S
4 15899121 1 cr_stream.wc_stream allo_S TRUE 45.1989544667446 0.000108427636028807 para_S
4 15899225 1 cr_stream.wc_stream allo_S TRUE 45.1990628943806 0.000108427636028807 para_S
4 15901284 1 cr_stream.wc_stream allo_S TRUE 45.2012095530593 0.0021466586786687 para_S
4 16022475 1 cr_stream.wc_stream allo_S TRUE 45.3275600688082 0.125611345752318 para_S
4 16299143 1 cr_stream.wc_stream allo_S TRUE 45.4531714145605 3.63279966109076e-08 para_S
4 16688821 1 cr_stream.wc_stream allo_S TRUE 45.4531714508885 1.25872645639902e-09 para_S
4 16702323 1 cr_stream.wc_stream allo_S TRUE 45.4531714521473 1.25872645639902e-09 para_S
4 17073089 1 cr_stream.wc_stream allo_S TRUE 45.4531714867122 3.45649127098113e-08 para_S
4 17522969 1 cr_stream.wc_stream allo_S TRUE 45.4531715553022 6.85900474195478e-08 para_S
4 17902055 1 cr_stream.wc_stream allo_S TRUE 45.4599750640494 0.000769558080072841 para_S
4 17916836 1 cr_stream.wc_stream allo_S TRUE 45.4607446221294 0.000769558080072841 para_S
4 17957025 1 cr_stream.wc_stream allo_S TRUE 45.4628370224867 4.68576054402092e-07 para_S
4 17957034 1 cr_stream.wc_stream allo_S TRUE 45.4628374910627 4.68576054402092e-07 para_S
4 18102318 1 cr_stream.wc_stream allo_S TRUE 45.470401558183 0.000919450354786022 para_S
4 18119978 1 cr_stream.wc_stream allo_S TRUE 45.4713210085378 2.08256025757692e-07 para_S
4 18119982 1 cr_stream.wc_stream allo_S TRUE 45.4713212167939 2.08256025757692e-07 para_S
4 18375024 1 cr_stream.wc_stream allo_S TRUE 45.4845997251396 0.000629349710571603 para_S
4 18387112 1 cr_stream.wc_stream allo_S TRUE 45.4852290748502 7.80960100144057e-07 para_S
4 18387127 1 cr_stream.wc_stream allo_S TRUE 45.4852298558103 7.80960100144057e-07 para_S
4 18389143 1 cr_stream.wc_stream allo_S TRUE 45.4853348168474 0.000104961037102669 para_S
4 18403545 1 cr_stream.wc_stream allo_S TRUE 45.486084642669 0.00074982582160743 para_S
4 18478108 1 cr_stream.wc_stream allo_S TRUE 45.4899666911856 1.30160016240666e-05 para_S
4 18478358 1 cr_stream.wc_stream allo_S TRUE 45.4899797071873 1.30160016240666e-05 para_S
4 18522936 1 cr_stream.wc_stream allo_S TRUE 45.492300616469 0.00232090928174955 para_S
4 18570564 1 cr_stream.wc_stream allo_S TRUE 45.4947803209706 4.16512052225926e-06 para_S
4 18570644 1 cr_stream.wc_stream allo_S TRUE 45.4947844860911 2.08256025757692e-07 para_S
4 18570648 1 cr_stream.wc_stream allo_S TRUE 45.4947846943471 2.08256025757692e-07 para_S
4 19204659 1 cr_stream.wc_stream allo_S TRUE 45.5277938471721 0.00247970450157453 para_S
4 19252287 1 cr_stream.wc_stream allo_S TRUE 45.5302735516737 9.37152123015039e-07 para_S
4 19252305 1 cr_stream.wc_stream allo_S TRUE 45.5302744888258 9.37152123015039e-07 para_S
4 19337066 1 cr_stream.wc_stream allo_S TRUE 45.5346874860807 0.00441299725493138 para_S
4 19533713 1 cr_stream.wc_stream allo_S TRUE 45.5449257167669 2.4990723090923e-06 para_S
4 19533761 1 cr_stream.wc_stream allo_S TRUE 45.5449282158392 5.72704074386365e-07 para_S
4 19533772 1 cr_stream.wc_stream allo_S TRUE 45.5449287885433 5.72704074386365e-07 para_S
4 19544111 1 cr_stream.wc_stream allo_S TRUE 45.5454670783065 5.20640028867092e-08 para_S
4 19544112 1 cr_stream.wc_stream allo_S TRUE 45.5454671303705 5.20640028867092e-08 para_S
4 19544135 1 cr_stream.wc_stream allo_S TRUE 45.5454683278427 1.19747215165944e-06 para_S
4 19653936 1 cr_stream.wc_stream allo_S TRUE 45.5511850078203 0.00114358590276709 para_S
4 19675901 1 cr_stream.wc_stream allo_S TRUE 45.5523285937231 0.00114358590276709 para_S
4 19708735 1 cr_stream.wc_stream allo_S TRUE 45.5540380633125 0.00170946958942153 para_S
4 19783419 1 cr_stream.wc_stream allo_S TRUE 45.557926411574 0.0038883482614338 para_S
4 19870799 1 cr_stream.wc_stream allo_S TRUE 45.5624757644619 0.0045493528879561 para_S
4 19973594 1 cr_stream.wc_stream allo_S TRUE 45.5678276840101 1.97843224469807e-06 para_S
4 19973632 1 cr_stream.wc_stream allo_S TRUE 45.5678296624423 1.97843224469807e-06 para_S
4 19985856 1 cr_stream.wc_stream allo_S TRUE 45.5684660928578 0.00063643041545447 para_S
4 20012696 1 cr_stream.wc_stream allo_S TRUE 45.5698634907922 8.33024103030766e-07 para_S
4 20012712 1 cr_stream.wc_stream allo_S TRUE 45.5698643238163 8.33024103030766e-07 para_S
4 20013793 1 cr_stream.wc_stream allo_S TRUE 45.5699206050074 5.62811910214123e-05 para_S
4 20190982 1 cr_stream.wc_stream allo_S TRUE 45.5791457742551 1.56192022870982e-07 para_S
4 20190985 1 cr_stream.wc_stream allo_S TRUE 45.5791459304471 1.56192022870982e-07 para_S
4 20191077 1 cr_stream.wc_stream allo_S TRUE 45.5791507203357 4.78988859242691e-06 para_S
4 20387425 1 cr_stream.wc_stream allo_S TRUE 45.5893733838839 8.33024110136193e-07 para_S
4 20387441 1 cr_stream.wc_stream allo_S TRUE 45.589374216908 8.33024110136193e-07 para_S
4 20425998 1 cr_stream.wc_stream allo_S TRUE 45.5913816488066 0.00200743189861186 para_S
4 20534926 1 cr_stream.wc_stream allo_S TRUE 45.5970528769067 4.37337654801695e-06 para_S
4 20535010 1 cr_stream.wc_stream allo_S TRUE 45.5970572502832 1.56192019318269e-06 para_S
4 20535040 1 cr_stream.wc_stream allo_S TRUE 45.5970588122034 1.56192019318269e-06 para_S
4 20628705 1 cr_stream.wc_stream allo_S TRUE 45.6019353873722 0.00487657516881512 para_S
4 20776642 1 cr_stream.wc_stream allo_S TRUE 45.6096375803018 0.00353603112945677 para_S
4 20844559 1 cr_stream.wc_stream allo_S TRUE 45.6131736114312 0.00353603112945677 para_S
4 21272236 1 cr_stream.wc_stream allo_S TRUE 45.6354401895391 3.85273647651729e-06 para_S
4 21272310 1 cr_stream.wc_stream allo_S TRUE 45.6354440422755 3.85273647651729e-06 para_S
4 21388133 1 cr_stream.wc_stream allo_S TRUE 45.6414742517004 0.00203908681456966 para_S
4 21427298 1 cr_stream.wc_stream allo_S TRUE 45.6435133385149 0.000507207551315503 para_S
4 21437040 1 cr_stream.wc_stream allo_S TRUE 45.6440205460663 0.000507207551315503 para_S
4 21648676 1 cr_stream.wc_stream allo_S TRUE 45.6550391641459 0.00412320899476271 para_S
4 21727871 1 cr_stream.wc_stream allo_S TRUE 45.6591623731406 5.72704067280938e-07 para_S
4 21727882 1 cr_stream.wc_stream allo_S TRUE 45.6591629458447 5.72704067280938e-07 para_S
4 21727899 1 cr_stream.wc_stream allo_S TRUE 45.6591638309328 8.85088113022903e-07 para_S
4 21761667 1 cr_stream.wc_stream allo_S TRUE 45.6609219283043 0.00175809737148569 para_S
4 22021311 1 cr_stream.wc_stream allo_S TRUE 45.6744400352079 0.000343257994856572 para_S
4 22027904 1 cr_stream.wc_stream allo_S TRUE 45.6747832932028 0.000343257994856572 para_S
4 22054098 1 cr_stream.wc_stream allo_S TRUE 45.6761470577891 0.00136376458625875 para_S
4 22205357 1 cr_stream.wc_stream allo_S TRUE 45.6840222073482 1.87430423181922e-06 para_S
4 22205393 1 cr_stream.wc_stream allo_S TRUE 45.6840240816525 4.16512051515383e-07 para_S
4 22205401 1 cr_stream.wc_stream allo_S TRUE 45.6840244981645 4.16512051515383e-07 para_S
4 22280763 1 cr_stream.wc_stream allo_S TRUE 45.6879481458223 5.72704071544194e-06 para_S
4 22280873 1 cr_stream.wc_stream allo_S TRUE 45.6879538728631 8.33024103030766e-07 para_S
4 22280889 1 cr_stream.wc_stream allo_S TRUE 45.6879547058872 8.33024103030766e-07 para_S
4 22417563 1 cr_stream.wc_stream allo_S TRUE 45.6950705019115 4.7378245895402e-06 para_S
4 22417654 1 cr_stream.wc_stream allo_S TRUE 45.6950752397361 4.7378245895402e-06 para_S
4 22434132 1 cr_stream.wc_stream allo_S TRUE 45.6959331504352 0.00085791069910357 para_S
4 22768763 1 cr_stream.wc_stream allo_S TRUE 45.7133553809943 0.00753413031658567 para_S
4 22913472 1 cr_stream.wc_stream allo_S TRUE 45.7208895113109 0.00753413031658567 para_S
4 23169374 1 cr_stream.wc_stream allo_S TRUE 45.7342127947022 0.00719456886619696 para_S
4 23307561 1 cr_stream.wc_stream allo_S TRUE 45.7414073635684 0.00719456886619696 para_S
4 23717115 1 cr_stream.wc_stream allo_S TRUE 45.7627303856864 0.00660973388118435 para_S
4 23844069 1 cr_stream.wc_stream allo_S TRUE 45.7693401195676 3.3841604221152e-06 para_S
4 23844134 1 cr_stream.wc_stream allo_S TRUE 45.769343503728 1.19747215165944e-06 para_S
4 23844157 1 cr_stream.wc_stream allo_S TRUE 45.7693447012002 1.19747215165944e-06 para_S
4 24010600 1 cr_stream.wc_stream allo_S TRUE 45.778010390634 2.08256025757692e-06 para_S
4 24010640 1 cr_stream.wc_stream allo_S TRUE 45.7780124731943 2.08256025757692e-06 para_S
4 24098833 1 cr_stream.wc_stream allo_S TRUE 45.7826041541195 0.00459168092524465 para_S
4 24231357 1 cr_stream.wc_stream allo_S TRUE 45.7895038845169 2.55113631908443e-06 para_S
4 24231406 1 cr_stream.wc_stream allo_S TRUE 45.7895064356533 2.55113631908443e-06 para_S
4 24511506 1 cr_stream.wc_stream allo_S TRUE 45.8040895638739 5.05020863528216e-06 para_S
4 24511603 1 cr_stream.wc_stream allo_S TRUE 45.8040946140825 5.05020863528216e-06 para_S
4 24650742 1 cr_stream.wc_stream allo_S TRUE 45.8113387478829 5.6229127025631e-06 para_S
4 24650850 1 cr_stream.wc_stream allo_S TRUE 45.8113443707956 5.6229127025631e-06 para_S
4 24669021 1 cr_stream.wc_stream allo_S TRUE 45.8122904258577 0.000946055062108542 para_S
4 24982901 1 cr_stream.wc_stream allo_S TRUE 45.8286322762179 7.861664983011e-06 para_S
4 24983052 1 cr_stream.wc_stream allo_S TRUE 45.8286401378828 7.861664983011e-06 para_S
4 25073000 1 cr_stream.wc_stream allo_S TRUE 45.8333231911395 0.00179792633645803 para_S
4 25107533 1 cr_stream.wc_stream allo_S TRUE 45.8351211174759 2.91558436771311e-06 para_S
4 25107589 1 cr_stream.wc_stream allo_S TRUE 45.8351240330603 2.91558436771311e-06 para_S
4 25114089 1 cr_stream.wc_stream allo_S TRUE 45.8354624491026 0.000338416042247047 para_S
4 25255795 1 cr_stream.wc_stream allo_S TRUE 45.8428402312076 8.85088113022903e-07 para_S
4 25255812 1 cr_stream.wc_stream allo_S TRUE 45.8428411162957 8.85088113022903e-07 para_S
4 25282425 1 cr_stream.wc_stream allo_S TRUE 45.8442266957007 2.60320035749828e-07 para_S
4 25282430 1 cr_stream.wc_stream allo_S TRUE 45.8442269560208 1.04128012878846e-07 para_S
4 25282432 1 cr_stream.wc_stream allo_S TRUE 45.8442270601488 1.04128012878846e-07 para_S
4 25282464 1 cr_stream.wc_stream allo_S TRUE 45.844228726197 1.66604820606153e-06 para_S
4 25282522 1 cr_stream.wc_stream allo_S TRUE 45.8442317459094 3.01971237348653e-06 para_S
4 25360975 1 cr_stream.wc_stream allo_S TRUE 45.8483163234113 0.00408457750193492 para_S
4 25773985 1 cr_stream.wc_stream allo_S TRUE 45.8698192787358 1.04128012878846e-06 para_S
4 25774005 1 cr_stream.wc_stream allo_S TRUE 45.8698203200159 1.04128012878846e-06 para_S
4 25787231 1 cr_stream.wc_stream allo_S TRUE 45.8705089185659 0.000648040688901119 para_S
4 25799678 1 cr_stream.wc_stream allo_S TRUE 45.8711569592548 0.000648040688901119 para_S
4 25862020 1 cr_stream.wc_stream allo_S TRUE 45.874402733548 0.00324577429321238 para_S
4 25931825 1 cr_stream.wc_stream allo_S TRUE 45.8780370615217 1.56192022870982e-07 para_S
4 25931828 1 cr_stream.wc_stream allo_S TRUE 45.8780372177138 1.56192022870982e-07 para_S
4 26155652 1 cr_stream.wc_stream allo_S TRUE 45.8896903919046 0.00915550760700512 para_S
4 26331503 1 cr_stream.wc_stream allo_S TRUE 45.8988458995116 0.00368847454048193 para_S
4 26402348 1 cr_stream.wc_stream allo_S TRUE 45.9025343740521 0.000648873713011255 para_S
4 26414811 1 cr_stream.wc_stream allo_S TRUE 45.9031832477651 0.000648873713011255 para_S
4 27016904 1 cr_stream.wc_stream allo_S TRUE 45.9345306216306 0.0313473738655148 para_S
4 28391086 1 cr_stream.wc_stream allo_S TRUE 50.6115567914876 0.00305777003025298 para_S
4 28457193 1 cr_stream.wc_stream allo_S TRUE 50.6146145615178 3.82963349920828e-08 para_S
4 28460902 1 cr_stream.wc_stream allo_S TRUE 50.6146145998141 4.2336267824794e-10 para_S
4 28460964 1 cr_stream.wc_stream allo_S TRUE 50.6146146002375 4.2336267824794e-10 para_S
4 28468593 1 cr_stream.wc_stream allo_S TRUE 50.6146146414175 2.21312745907198e-10 para_S
4 28468634 1 cr_stream.wc_stream allo_S TRUE 50.6146146416388 2.21312745907198e-10 para_S
4 29657769 1 cr_stream.wc_stream allo_S TRUE 53.9414722201666 4.56259572771955e-05 para_S
4 29657778 1 cr_stream.wc_stream allo_S TRUE 53.9415178461239 2.53477540397284e-05 para_S
4 29657783 1 cr_stream.wc_stream allo_S TRUE 53.9415431938779 2.53477540397284e-05 para_S
4 29657899 1 cr_stream.wc_stream allo_S TRUE 53.9421312617717 0.000588067893772859 para_S
4 29668988 1 cr_stream.wc_stream allo_S TRUE 53.9983475106857 0.0562162489139695 para_S
4 29719481 1 cr_stream.wc_stream allo_S TRUE 54.2543243396525 0.255976828966809 para_S
4 29785621 1 cr_stream.wc_stream allo_S TRUE 54.589616343669 0.000272715127287881 para_S
4 29785679 1 cr_stream.wc_stream allo_S TRUE 54.5898890587963 0.000272715127287881 para_S
4 30323216 1 cr_stream.wc_stream allo_S TRUE 57.3213129842492 0.622899701786956 para_S
4 30453443 1 cr_stream.wc_stream allo_S TRUE 57.9442126860361 0.622899701786956 para_S
4 30775668 1 cr_stream.wc_stream allo_S TRUE 59.6495069889021 1.70529430286591 para_S
4 31245927 1 cr_stream.wc_stream allo_S TRUE 62.8010189728426 3.15151198394052 para_S
4 32123688 1 cr_stream.wc_stream allo_S TRUE 73.1968025016348 1.05039209405879 para_S
4 32453366 1 cr_stream.wc_stream allo_S TRUE 74.2471945956936 1.05039209405879 para_S
4 753596 1 japan_marine.al_marine allo_S TRUE 0.502711170015563 0.168386626744103 allo_S
4 814861 1 japan_marine.al_marine allo_S TRUE 0.671097796759666 0.168386626744103 allo_S
4 890363 1 japan_marine.al_marine allo_S TRUE 0.878614765541733 0.207516968782066 allo_S
4 1205713 1 japan_marine.al_marine allo_S TRUE 2.60394115895599 0.234892927741468 allo_S
4 1228738 1 japan_marine.al_marine allo_S TRUE 2.83883408669746 0.000214234592077034 allo_S
4 1228759 1 japan_marine.al_marine allo_S TRUE 2.83904832128953 0.000214234592077034 allo_S
4 1245754 1 japan_marine.al_marine allo_S TRUE 3.0124253161632 0.17337699487367 allo_S
4 1678823 1 japan_marine.al_marine allo_S TRUE 5.91188113298588 2.89945581682268 allo_S
4 2739802 1 japan_marine.al_marine allo_S TRUE 14.8844593495826 0.84781488823945 allo_S
4 2819155 1 japan_marine.al_marine allo_S TRUE 15.732274237822 0.0742117149157711 allo_S
4 2826101 1 japan_marine.al_marine allo_S TRUE 15.8064859527378 0.0742117149157711 allo_S
4 2838861 1 japan_marine.al_marine allo_S TRUE 15.9428149884886 0.136329035750828 allo_S
4 2964414 1 japan_marine.al_marine allo_S TRUE 17.2842350061707 1.3414200176821 allo_S
4 3093117 1 japan_marine.al_marine allo_S TRUE 18.6593099190421 1.37507491287137 allo_S
4 3381436 1 japan_marine.al_marine allo_S TRUE 21.1543035444286 2.49499362538647 allo_S
4 3797955 1 japan_marine.al_marine allo_S TRUE 26.1032333373738 9.50350909079134e-12 allo_S
4 3797960 1 japan_marine.al_marine allo_S TRUE 26.1032333373833 9.50350909079134e-12 allo_S
4 3892233 1 japan_marine.al_marine allo_S TRUE 26.5396219575047 0.436388620121424 allo_S
4 4065427 1 japan_marine.al_marine allo_S TRUE 28.1896571612833 1.65003520377853 allo_S
4 4361982 1 japan_marine.al_marine allo_S TRUE 31.1525312812729 1.75446408834045 allo_S
4 4550885 1 japan_marine.al_marine allo_S TRUE 32.9069953696134 1.0744109450576 allo_S
4 4688418 1 japan_marine.al_marine allo_S TRUE 33.981406314671 0.0083654088770615 allo_S
4 4689999 1 japan_marine.al_marine allo_S TRUE 33.9897717235481 0.0083654088770615 allo_S
4 4869581 1 japan_marine.al_marine allo_S TRUE 34.9399784641933 0.324431726310465 allo_S
4 5047820 1 japan_marine.al_marine allo_S TRUE 35.2644101905038 6.56321000747084e-06 allo_S
4 5047823 1 japan_marine.al_marine allo_S TRUE 35.2644167537138 6.56321000747084e-06 allo_S
4 5366322 1 japan_marine.al_marine allo_S TRUE 36.0083519536941 0.743935199980335 allo_S
